titleId,title,averageRating,numVotes,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,captured
tt0015724,Dama de noche,6.2,19.0,Dama de noche,Dama de noche,0.0,1993,102,"Drama,Mystery,Romance",1
tt0053295,Sonnensucher,6.5,112.0,Sonnensucher,Sonnensucher,0.0,1972,116,Drama,1
tt0054724,Zombie,3.2,1070.0,I Eat Your Skin,Zombie,0.0,1971,92,Horror,1
tt0057461,La rosa de los vientos,4.6,11.0,La rosa de los vientos,La rosa de los vientos,0.0,1983,84,\N,1
tt0058950,Biya el-Khawatim,7.0,107.0,"Auliban, the Seller of Rings",Biya el-Khawatim,0.0,1973,95,"Comedy,Musical",1
tt0058994,Lung men bei chi,5.4,117.0,Bruce's Deadly Fingers,Lung men bei chi,0.0,1976,91,"Action,Crime,Drama",0
tt0086397,The Survivors,5.8,4090.0,The Survivors,The Survivors,0.0,1983,103,"Comedy,Crime,Drama",0
tt0086398,Svarta fåglar,4.4,10.0,Black Crows,Svarta fåglar,0.0,1983,90,"Drama,Romance",0
tt0086402,System ohne Schatten,6.4,71.0,Closed Circuit,System ohne Schatten,0.0,1983,114,"Drama,Thriller",0
tt0086403,Szerencsés Dániel,6.8,174.0,Szerencsés Dániel,Szerencsés Dániel,0.0,1983,87,"Comedy,Drama,Thriller",0
tt0086404,Szeretök,6.8,21.0,Afternoon Affair,Szeretök,0.0,1984,84,Drama,0
tt0086405,Table for Five,6.3,601.0,Table for Five,Table for Five,0.0,1983,122,"Drama,Romance",0
tt0086407,Tayna chyornykh drozdov,6.6,174.0,Tayna chyornykh drozdov,Tayna chyornykh drozdov,0.0,1983,97,"Crime,Mystery",0
tt0086408,Huang di bao zhong,7.0,6.0,Huang di bao zhong,Huang di bao zhong,0.0,1983,\N,"Comedy,Romance",0
tt0086409,Taking Tiger Mountain,6.1,77.0,Taking Tiger Mountain,Taking Tiger Mountain,0.0,1983,81,Sci-Fi,0
tt0086410,Storie di ordinaria follia,6.9,2142.0,Tales of Ordinary Madness,Storie di ordinaria follia,0.0,1981,101,Drama,0
tt0086411,Talisman,6.6,19.0,Talisman,Talisman,0.0,1983,63,Family,0
tt0086412,Il tassinaro,5.9,370.0,Il tassinaro,Il tassinaro,0.0,1983,\N,"Comedy,Drama",0
tt0086420,Tchao pantin,7.4,2153.0,"So Long, Stooge",Tchao pantin,0.0,1983,100,"Crime,Drama",0
tt0086421,Te rongyos élet,7.5,304.0,"Oh, Bloody Life",Te rongyos élet,0.0,1984,108,"Comedy,Drama",0
tt0086422,Tell Me That You Love Me,4.3,36.0,Tell Me That You Love Me,Tell Me That You Love Me,0.0,1983,91,"Comedy,Drama",0
tt0086423,Tender Mercies,7.4,8248.0,Tender Mercies,Tender Mercies,0.0,1983,92,"Drama,Music",0
tt0086424,Tendre adolescente,4.0,13.0,Tendre adolescente,Tendre adolescente,0.0,1986,83,Drama,0
tt0086425,Terms of Endearment,7.4,47989.0,Terms of Endearment,Terms of Endearment,0.0,1983,132,"Comedy,Drama",0
tt0086428,El tesoro de la diosa blanca,3.3,469.0,Diamonds of Kilimandjaro,El tesoro de la diosa blanca,0.0,1983,83,"Action,Adventure,Horror",0
tt0086429,Testament,7.1,5156.0,Testament,Testament,0.0,1983,90,Drama,0
tt0086434,Thunder,5.6,373.0,Thunder,Thunder,0.0,1983,86,"Action,Crime,Drama",0
tt0086438,"Il tifoso, l'arbitro e il calciatore",5.7,195.0,"Il tifoso, l'arbitro e il calciatore","Il tifoso, l'arbitro e il calciatore",0.0,1984,93,Comedy,0
tt0086440,De tijd,7.5,24.0,Time,De tijd,0.0,1983,46,"Documentary,Music",0
tt0086442,A Time to Die,4.1,201.0,A Time to Die,A Time to Die,0.0,1982,91,"Crime,Drama",0
tt0086443,Timerider: The Adventure of Lyle Swann,5.4,1760.0,Timerider: The Adventure of Lyle Swann,Timerider: The Adventure of Lyle Swann,0.0,1982,94,"Action,Adventure,Sci-Fi",0
tt0086444,Timocka buna,6.8,76.0,Timocka buna,Timocka buna,0.0,1983,114,"Drama,History",0
tt0086445,Tin Man,6.1,79.0,Tin Man,Tin Man,0.0,1983,89,Drama,0
tt0086446,Ting bu liao de ai,5.6,27.0,Everlasting Love,Ting bu liao de ai,0.0,1984,97,"Drama,Romance",0
tt0086447,Tisícrocná vcela,8.1,462.0,The Millennial Bee,Tisícrocná vcela,0.0,1983,162,"Comedy,Drama,War",0
tt0086449,To All a Goodnight,4.8,926.0,To All a Goodnight,To All a Goodnight,0.0,1980,87,"Horror,Mystery,Thriller",0
tt0086450,To Be or Not to Be,6.8,9253.0,To Be or Not to Be,To Be or Not to Be,0.0,1983,107,Comedy,0
tt0086455,Todo un hombre,6.2,19.0,A Real Man,Todo un hombre,0.0,1983,89,"Drama,Romance,Western",0
tt0086456,Toki o kakeru shôjo,6.7,414.0,The Little Girl Who Conquered Time,Toki o kakeru shôjo,0.0,1983,104,"Romance,Sci-Fi",0
tt0086459,Tornado,5.3,183.0,The Last Blood,Tornado,0.0,1983,90,"Action,War",0
tt0086460,Touched,5.7,89.0,Touched,Touched,0.0,1983,93,"Drama,Romance",0
tt0086461,Tough Enough,5.5,669.0,Tough Enough,Tough Enough,0.0,1983,106,"Action,Drama,Romance",0
tt0086462,Patsany,7.5,257.0,Patsany,Patsany,0.0,1983,96,"Crime,Drama",0
tt0086463,La trace,7.2,43.0,The Trail,La trace,0.0,1983,103,Drama,0
tt0086465,Trading Places,7.5,119689.0,Trading Places,Trading Places,0.0,1983,116,Comedy,0
tt0086466,La tragédie de Carmen,8.3,32.0,La tragédie de Carmen,La tragédie de Carmen,0.0,1983,80,"Drama,Musical",0
tt0086468,TransAtlantique,7.6,7.0,TransAtlantique,TransAtlantique,0.0,1983,\N,Drama,0
tt0086470,Trauma,7.0,37.0,Trauma,Trauma,0.0,1983,89,Thriller,0
tt0086474,Treasure of the Lost Desert,3.6,16.0,Treasure of the Lost Desert,Treasure of the Lost Desert,0.0,1984,\N,\N,0
tt0086476,Trenchcoat,5.2,414.0,Trenchcoat,Trenchcoat,0.0,1983,91,"Comedy,Mystery,Thriller",0
tt0086477,Tri veteráni,7.9,884.0,The Three Veterans,Tri veteráni,0.0,1984,96,"Adventure,Comedy,Family",0
tt0086478,Trial by Terror,5.3,22.0,Trial by Terror,Trial by Terror,0.0,1983,90,Thriller,0
tt0086479,Tricheurs,6.2,221.0,Tricheurs,Tricheurs,0.0,1984,94,Drama,0
tt0086480,Troe na shosse,6.2,10.0,Troe na shosse,Troe na shosse,0.0,1983,89,Drama,0
tt0086482,Truhanes,6.2,105.0,Truhanes,Truhanes,0.0,1983,100,Comedy,0
tt0086483,Tu mi turbi,6.7,509.0,You Disturb Me,Tu mi turbi,0.0,1983,96,Comedy,0
tt0086484,Tuareg - Il guerriero del deserto,5.4,360.0,Tuareg: The Desert Warrior,Tuareg - Il guerriero del deserto,0.0,1984,95,"Action,Adventure",0
tt0086485,Tui xiu tan chang,5.4,5.0,Tui xiu tan chang,Tui xiu tan chang,0.0,1983,101,\N,0
tt0086486,La tumba de los muertos vivientes,2.5,2002.0,Oasis of the Zombies,La tumba de los muertos vivientes,0.0,1982,82,Horror,0
tt0086488,Två killar och en tjej,5.3,258.0,Två killar och en tjej,Två killar och en tjej,0.0,1983,111,"Comedy,Romance",0
tt0086489,Twice Upon a Time,7.1,966.0,Twice Upon a Time,Twice Upon a Time,0.0,1983,74,"Action,Adventure,Animation",0
tt0086490,Twilight Time,6.1,152.0,Twilight Time,Twilight Time,0.0,1982,102,Drama,0
tt0086491,Twilight Zone: The Movie,6.5,29502.0,Twilight Zone: The Movie,Twilight Zone: The Movie,0.0,1983,101,"Horror,Sci-Fi",0
tt0086494,Two of a Kind,4.8,3540.0,Two of a Kind,Two of a Kind,0.0,1983,88,"Comedy,Fantasy,Romance",0
tt0086495,U bent mijn moeder,8.0,23.0,U bent mijn moeder,U bent mijn moeder,0.0,1984,77,\N,0
tt0086497,Utu,7.1,784.0,Utu,Utu,0.0,1983,118,"Adventure,Drama,History",0
tt0086498,De uanstændige,5.1,183.0,Topsy Turvy,De uanstændige,0.0,1983,92,"Comedy,Drama",0
tt0086499,Uchenik lekarya,7.0,49.0,The Doctor's Pupil,Uchenik lekarya,0.0,1984,70,"Comedy,Family,History",0
tt0086500,Udenrigskorrespondenten,5.4,22.0,Haiti Express,Udenrigskorrespondenten,0.0,1983,105,\N,0
tt0086501,Ultra Flesh,6.0,120.0,Ultra Flesh,Ultra Flesh,1.0,1980,88,"Adult,Comedy,Sci-Fi",0
tt0086502,Nihonkai daikaisen: Umi yukaba,7.0,16.0,Battle Anthem,Nihonkai daikaisen: Umi yukaba,0.0,1983,131,"Drama,War",0
tt0086504,Un homme à ma taille,5.1,37.0,Un homme à ma taille,Un homme à ma taille,0.0,1983,92,Comedy,0
tt0086505,Un jeu brutal,6.9,229.0,A Brutal Game,Un jeu brutal,0.0,1983,90,Drama,0
tt0086508,Uncommon Valor,6.4,8032.0,Uncommon Valor,Uncommon Valor,0.0,1983,105,"Action,Drama,Thriller",0
tt0086510,Under Fire,7.1,6112.0,Under Fire,Under Fire,0.0,1983,128,"Drama,War",0
tt0086512,Une pierre dans la bouche,5.9,56.0,A Stone in the Mouth,Une pierre dans la bouche,0.0,1983,105,"Comedy,Drama",0
tt0086513,Die unglaublichen Abenteuer des Guru Jakob,3.9,50.0,Die unglaublichen Abenteuer des Guru Jakob,Die unglaublichen Abenteuer des Guru Jakob,0.0,1983,92,Comedy,0
tt0086514,Unguided Tour,7.3,22.0,Letter from Venice,Unguided Tour,0.0,1983,71,Drama,0
tt0086515,Uniko: Mahô no shima e,7.6,366.0,Unico in the Island of Magic,Uniko: Mahô no shima e,0.0,1983,91,"Adventure,Animation,Family",0
tt0086516,Unikum,5.5,52.0,Unikum,Unikum,0.0,1983,90,"Comedy,Sci-Fi",0
tt0086518,Up 'n' Coming,6.5,206.0,Up 'n' Coming,Up 'n' Coming,1.0,1983,86,"Adult,Drama,Music",0
tt0086520,Urusei Yatsura 1: Onri yû,7.0,472.0,Urusei Yatsura: Only You,Urusei Yatsura 1: Onri yû,0.0,1983,101,"Animation,Comedy,Fantasy",0
tt0086522,Utro bez otmetok,6.4,12.0,Utro bez otmetok,Utro bez otmetok,0.0,1983,68,"Comedy,Family",0
tt0086523,Uuno Turhapuron muisti palailee pätkittäin,5.5,763.0,Uuno Turhapuron muisti palailee pätkittäin,Uuno Turhapuron muisti palailee pätkittäin,0.0,1983,90,Comedy,0
tt0086525,Valley Girl,6.4,11539.0,Valley Girl,Valley Girl,0.0,1983,99,"Comedy,Romance",0
tt0086527,Vassa,7.5,202.0,Vassa,Vassa,0.0,1983,140,Drama,0
tt0086531,Veliki transport,6.1,108.0,Veliki transport,Veliki transport,0.0,1983,134,"Action,Drama,War",0
tt0086533,Vénus,5.9,49.0,Vénus,Vénus,0.0,1984,82,Drama,0
tt0086536,Vestida de azul,7.4,37.0,Vestida de azul,Vestida de azul,0.0,1983,96,\N,0
tt0086538,Los viajes de Gulliver,5.3,40.0,Los viajes de Gulliver,Los viajes de Gulliver,0.0,1983,80,"Adventure,Animation,Fantasy",0
tt0086540,Victòria! 2: La disbauxa del 17,6.7,9.0,Victòria! 2: La disbauxa del 17,Victòria! 2: La disbauxa del 17,0.0,1983,\N,History,0
tt0086541,Videodrome,7.3,72464.0,Videodrome,Videodrome,0.0,1983,87,"Horror,Sci-Fi,Thriller",0
tt0086542,La vie est un roman,6.5,735.0,Life Is a Bed of Roses,La vie est un roman,0.0,1983,110,"Comedy,Drama,Musical",0
tt0086543,De vierde man,7.3,6212.0,The 4th Man,De vierde man,0.0,1983,102,"Drama,Mystery,Thriller",0
tt0086546,La ville des pirates,7.3,622.0,City of Pirates,La ville des pirates,0.0,1983,111,"Drama,Fantasy",0
tt0086548,Razza violenta,4.0,102.0,The Violent Breed,Razza violenta,0.0,1984,91,Action,0
tt0086549,"Vitya Glushakov, drug Apachey",7.0,42.0,"Vitya Glushakov, drug Apachey","Vitya Glushakov, drug Apachey",0.0,1983,77,Comedy,0
tt0086551,Vivement dimanche!,7.3,4860.0,Confidentially Yours,Vivement dimanche!,0.0,1983,110,"Comedy,Crime,Mystery",0
tt0086553,De vlaschaard,6.3,159.0,De vlaschaard,De vlaschaard,0.0,1983,85,Drama,0
tt0086554,Vlyublyon po sobstvennomu zhelaniyu,7.4,490.0,Vlyublyon po sobstvennomu zhelaniyu,Vlyublyon po sobstvennomu zhelaniyu,0.0,1982,89,"Comedy,Drama,Romance",0
tt0086557,Les voleurs de la nuit,6.4,137.0,Thieves After Dark,Les voleurs de la nuit,0.0,1984,98,"Crime,Drama,Romance",0
tt0086559,Vorobey na ldu,6.3,6.0,Vorobey na ldu,Vorobey na ldu,0.0,1983,63,"Comedy,Sport",0
tt0086560,Vortex,5.4,74.0,Vortex,Vortex,0.0,1982,90,Thriller,0
tt0086561,Voenno-polevoy roman,7.4,409.0,Voenno-polevoy roman,Voenno-polevoy roman,0.0,1983,92,"Drama,Romance",0
tt0086562,Vroeger kon je lachen,6.8,91.0,One Could Laugh in Former Days,Vroeger kon je lachen,0.0,1983,110,"Comedy,Drama",0
tt0086563,Vultures,3.0,81.0,Vultures,Vultures,0.0,1984,101,"Horror,Thriller",0
tt0086566,Walking the Edge,5.6,423.0,Walking the Edge,Walking the Edge,0.0,1985,93,"Action,Crime,Drama",0
tt0086567,WarGames,7.1,81421.0,WarGames,WarGames,0.0,1983,114,"Sci-Fi,Thriller",0
tt0086568,Pi li qing,6.6,14.0,The Dancing Warrior,Pi li qing,0.0,1985,90,\N,0
tt0086571,Wavelength,5.8,619.0,Wavelength,Wavelength,0.0,1983,87,"Biography,Sci-Fi,Thriller",0
tt0086574,Shen tong shu yu xiao ba wang,5.5,73.0,Shen tong shu yu xiao ba wang,Shen tong shu yu xiao ba wang,0.0,1983,87,"Action,Fantasy",0
tt0086577,Where Is Parsifal?,5.4,96.0,Where Is Parsifal?,Where Is Parsifal?,0.0,1984,82,Comedy,0
tt0086578,White Star,5.9,170.0,White Star,White Star,0.0,1983,92,"Drama,Music",0
tt0086582,The Wicked Lady,4.2,970.0,The Wicked Lady,The Wicked Lady,0.0,1983,98,"Adventure,Drama",0
tt0086583,Wie hätten Sie's denn gern?,5.5,13.0,Wie hätten Sie's denn gern?,Wie hätten Sie's denn gern?,0.0,1983,90,Comedy,0
tt0086584,Wierna rzeka,7.4,52.0,Wierna rzeka,Wierna rzeka,0.0,1987,137,"Drama,History,Romance",0
tt0086585,Wilczyca,5.5,229.0,Wilczyca,Wilczyca,0.0,1983,98,Horror,0
tt0086586,The Wild Duck,6.2,167.0,The Wild Duck,The Wild Duck,0.0,1984,95,Drama,0
tt0086587,Wild Horses,4.6,9.0,Wild Horses,Wild Horses,0.0,1984,90,Drama,0
tt0086588,The Wild Pony,6.6,49.0,The Wild Pony,The Wild Pony,0.0,1983,87,"Drama,Family",0
tt0086589,Suburbia,7.1,3540.0,Suburbia,Suburbia,0.0,1983,94,"Drama,Thriller",0
tt0086591,The Winds of Jarrah,6.2,17.0,The Winds of Jarrah,The Winds of Jarrah,0.0,1983,80,"Drama,Romance",0
tt0086593,Without a Trace,7.0,1633.0,Without a Trace,Without a Trace,0.0,1983,120,"Drama,Mystery",0
tt0086594,Wo ai Ye Laixiang,6.8,108.0,All the Wrong Spies,Wo ai Ye Laixiang,0.0,1983,102,"Action,Comedy",0
tt0086595,Wo yuan yi,6.6,7.0,Wo yuan yi,Wo yuan yi,0.0,1985,\N,"Comedy,Romance",0
tt0086597,Woh 7 Din,7.6,957.0,Woh 7 Din,Woh 7 Din,0.0,1983,139,"Drama,Romance",0
tt0086598,SS Operation Wolf Cub,4.3,24.0,SS Operation Wolf Cub,SS Operation Wolf Cub,0.0,1983,90,Thriller,0
tt0086599,Jin fen you long,6.7,43.0,Wolf-Devil Woman 2,Jin fen you long,0.0,1982,89,"Action,Fantasy",0
tt0086605,Qi mou miao ji: Wu fu xing,6.8,3803.0,Winners & Sinners,Qi mou miao ji: Wu fu xing,0.0,1983,108,"Action,Comedy,Crime",0
tt0086606,Wu Lang ba gua gun,7.5,2194.0,The 8 Diagram Pole Fighter,Wu Lang ba gua gun,0.0,1984,98,"Action,Drama",0
tt0086607,Wu lin sheng huo jin,7.1,252.0,Holy Flame of the Martial World,Wu lin sheng huo jin,0.0,1983,85,"Adventure,Comedy,Fantasy",0
tt0086609,Xing ji dun tai,5.4,64.0,Twinkle Twinkle Little Star,Xing ji dun tai,0.0,1983,92,"Comedy,Sci-Fi",0
tt0086610,Xtro,5.6,4975.0,Xtro,Xtro,0.0,1982,81,"Horror,Sci-Fi",0
tt0086611,Xue han jin qian,6.5,14.0,Blood Money,Xue han jin qian,0.0,1983,91,Drama,0
tt0086614,Ya tebya nikogda ne zabudu,7.1,14.0,Ya tebya nikogda ne zabudu,Ya tebya nikogda ne zabudu,0.0,1983,86,Drama,0
tt0086615,Yagunthaya,6.8,13.0,Yagunthaya,Yagunthaya,0.0,1985,\N,Drama,0
tt0086616,Yam yeung choh,6.7,122.0,Esprit D'amour,Yam yeung choh,0.0,1983,98,"Drama,Fantasy,Romance",0
tt0086617,The Year of Living Dangerously,7.2,17567.0,The Year of Living Dangerously,The Year of Living Dangerously,0.0,1982,115,"Drama,Romance,War",0
tt0086618,Yellowbeard,6.0,6740.0,Yellowbeard,Yellowbeard,0.0,1983,96,"Action,Adventure,Comedy",0
tt0086619,Yentl,6.7,10996.0,Yentl,Yentl,0.0,1983,133,"Drama,Musical,Romance",0
tt0086621,Yi ge he ba ge,6.9,48.0,Yi ge he ba ge,Yi ge he ba ge,0.0,1983,86,War,0
tt0086622,Yin yang xie di zi,5.8,179.0,Yin yang xie di zi,Yin yang xie di zi,0.0,1977,88,"Action,Adventure",0
tt0086623,Yo amo a Hitler,3.1,15.0,I Love Hitler,Yo amo a Hitler,0.0,1984,75,"Comedy,History",0
tt0086625,Young Warriors,4.7,400.0,Young Warriors,Young Warriors,0.0,1983,105,"Action,Crime,Drama",0
tt0086627,Za humny je drak,5.9,80.0,Za humny je drak,Za humny je drak,0.0,1983,91,"Comedy,Family,Fantasy",0
tt0086628,Een zaak van leven of dood,6.1,37.0,Een zaak van leven of dood,Een zaak van leven of dood,0.0,1983,93,"Drama,Thriller",0
tt0086629,Zachvev strachu,5.9,17.0,Zachvev strachu,Zachvev strachu,0.0,1984,\N,Drama,0
tt0086630,Zadah tela,7.0,102.0,Zadah tela,Zadah tela,0.0,1983,99,Drama,0
tt0086631,Zai na he pan qing cao qing,6.6,221.0,"The Green, Green Grass of Home",Zai na he pan qing cao qing,0.0,1982,90,Drama,0
tt0086633,Der Zappler,6.7,6.0,Der Zappler,Der Zappler,0.0,1983,72,\N,0
tt0086636,Zeder,6.3,1576.0,Revenge of the Dead,Zeder,0.0,1983,98,Horror,0
tt0086637,Zelig,7.8,36415.0,Zelig,Zelig,0.0,1983,79,Comedy,0
tt0086639,Zhil-byl Pyotr,7.6,59.0,Zhil-byl Pyotr,Zhil-byl Pyotr,0.0,1983,76,Drama,0
tt0086640,Zhong gui,6.5,551.0,Seeding of a Ghost,Zhong gui,0.0,1983,88,"Horror,Thriller",0
tt0086641,Zhuan qiao qiang jiao,5.0,9.0,The Perfect Wife,Zhuan qiao qiang jiao,0.0,1983,95,\N,0
tt0086642,Zig Zag Story,6.4,139.0,Zig Zag Story,Zig Zag Story,0.0,1983,100,"Comedy,Drama",0
tt0086643,Ziggy Stardust and the Spiders from Mars,7.5,2306.0,Ziggy Stardust and the Spiders from Mars,Ziggy Stardust and the Spiders from Mars,0.0,1973,90,"Documentary,Music",0
tt0086645,Zug Nasui,4.7,6.0,A Married Couple,Zug Nasui,0.0,1983,90,Drama,0
tt0086646,Zui jia pai dang 2: Da xian shen tong,6.8,824.0,Mad Mission Part 2: Aces Go Places,Zui jia pai dang 2: Da xian shen tong,0.0,1983,100,"Action,Comedy",0
tt0086647,De zwarte ruiter,5.4,63.0,De zwarte ruiter,De zwarte ruiter,0.0,1983,93,Adventure,0
tt0086650,À nos amours,7.4,4528.0,À Nos Amours,À nos amours,0.0,1983,99,"Drama,Romance",0
tt0086652,Åpen framtid,5.1,96.0,Open Future,Åpen framtid,0.0,1983,118,Drama,0
tt0086654,Équateur,5.2,84.0,Equator,Équateur,0.0,1983,85,"Crime,Drama,Romance",0
tt0086655,L'été meurtrier,7.4,3665.0,One Deadly Summer,L'été meurtrier,0.0,1983,133,"Drama,Mystery",0
tt0086658,El último kamikaze,6.0,34.0,The Last Kamikaze,El último kamikaze,0.0,1984,89,Action,0
tt0086707,Les quarantièmes rugissants,5.9,39.0,Les quarantièmes rugissants,Les quarantièmes rugissants,0.0,1982,132,Adventure,0
tt0086833,...a zase ta Lucie!,6.5,160.0,...a zase ta Lucie!,...a zase ta Lucie!,0.0,1984,82,"Comedy,Family",0
tt0086836,1000-nen kizami no hidokei,7.5,24.0,Magino Village: A Tale,1000-nen kizami no hidokei,0.0,1987,222,"Documentary,Drama",0
tt0086837,2010: The Year We Make Contact,6.8,45941.0,2010: The Year We Made Contact,2010: The Year We Make Contact,0.0,1984,116,"Adventure,Mystery,Sci-Fi",0
tt0086841,A tu per tu,5.8,156.0,A tu per tu,A tu per tu,0.0,1984,102,Comedy,0
tt0086846,Abwärts,6.8,921.0,Abwärts,Abwärts,0.0,1984,90,Thriller,0
tt0086847,Access Code,3.4,113.0,Access Code,Access Code,0.0,1984,88,"Action,Adventure,Mystery",0
tt0086848,Achamillai Achamillai,7.6,28.0,Achamillai Achamillai,Achamillai Achamillai,0.0,1984,160,\N,0
tt0086849,Acosada,3.0,26.0,Harassed,Acosada,0.0,1985,90,"Horror,Thriller",0
tt0086850,Acqua e sapone,6.5,1134.0,Acqua e sapone,Acqua e sapone,0.0,1983,109,Comedy,0
tt0086852,L'addition,5.9,201.0,L'addition,L'addition,0.0,1984,85,"Drama,Thriller",0
tt0086853,Adiós Miami,6.6,36.0,Adiós Miami,Adiós Miami,0.0,1984,103,Comedy,0
tt0086856,The Adventures of Buckaroo Banzai Across the 8th Dimension,6.4,21258.0,The Adventures of Buckaroo Banzai Across the 8th Dimension,The Adventures of Buckaroo Banzai Across the 8th Dimension,0.0,1984,103,"Adventure,Comedy,Romance",0
tt0086857,The Adventures of Pinocchio,5.2,68.0,The Adventures of Pinocchio,The Adventures of Pinocchio,0.0,1984,98,"Animation,Family",0
tt0086859,Against All Odds,5.9,9272.0,Against All Odds,Against All Odds,0.0,1984,128,"Action,Adventure,Crime",0
tt0086863,Akademia pana Kleksa,6.9,735.0,Mister Blot's Academy,Akademia pana Kleksa,0.0,1984,166,"Family,Fantasy",0
tt0086867,Alabama,7.7,12.0,Alabama,Alabama,0.0,1985,90,Drama,0
tt0086868,L'alcova,5.1,376.0,L'alcova,L'alcova,0.0,1985,86,"Drama,Romance",0
tt0086869,Aldo et Junior,4.4,91.0,Aldo et Junior,Aldo et Junior,0.0,1984,105,Comedy,0
tt0086871,Além da Paixão,6.1,74.0,Happily Ever After,Além da Paixão,0.0,1986,108,Drama,0
tt0086872,Prey,5.2,830.0,Prey,Prey,0.0,1977,78,"Horror,Sci-Fi",0
tt0086873,All of Me,6.7,14895.0,All of Me,All of Me,0.0,1984,93,"Comedy,Fantasy,Romance",0
tt0086874,L'allenatore nel pallone,7.0,1856.0,L'allenatore nel pallone,L'allenatore nel pallone,0.0,1984,98,"Comedy,Sport",0
tt0086876,Almost You,4.9,178.0,Almost You,Almost You,0.0,1985,96,"Comedy,Drama",0
tt0086877,Alphabet City,4.7,537.0,Alphabet City,Alphabet City,0.0,1984,85,"Crime,Drama,Thriller",0
tt0086878,Bian cheng,6.9,40.0,Bian cheng,Bian cheng,0.0,1984,104,\N,0
tt0086879,Amadeus,8.3,326249.0,Amadeus,Amadeus,0.0,1984,160,"Biography,Drama,History",0
tt0086880,Les amants terribles,6.3,10.0,The Terrible Lovers,Les amants terribles,0.0,1985,90,Drama,0
tt0086881,Amarsi un po'...,5.7,104.0,Amarsi un po'...,Amarsi un po'...,0.0,1984,93,"Comedy,Romance",0
tt0086884,The Ambassador,5.3,483.0,The Ambassador,The Ambassador,0.0,1984,97,"Action,Drama,Thriller",0
tt0086886,American Dreamer,6.7,1280.0,American Dreamer,American Dreamer,0.0,1984,105,"Comedy,Crime,Romance",0
tt0086888,Mon ami Washington,2.6,11.0,My Friend Washington,Mon ami Washington,0.0,1984,100,Comedy,0
tt0086889,L'amour par terre,7.1,398.0,Love on the Ground,L'amour par terre,0.0,1984,125,"Comedy,Drama,Fantasy",0
tt0086890,L'amour à mort,7.0,830.0,Love Unto Death,L'amour à mort,0.0,1984,92,"Drama,Romance",0
tt0086895,André schafft sie alle,3.7,21.0,André schafft sie alle,André schafft sie alle,0.0,1985,97,Comedy,0
tt0086896,Angel,5.6,2126.0,Angel,Angel,0.0,1984,94,"Action,Crime,Thriller",0
tt0086897,Angelas krig,5.6,28.0,Angelas krig,Angelas krig,0.0,1984,97,"Drama,War",0
tt0086902,L'année des méduses,5.6,829.0,Year of the Jellyfish,L'année des méduses,0.0,1984,110,Drama,0
tt0086903,Les années de rêves,6.0,20.0,Les années de rêves,Les années de rêves,0.0,1984,96,Drama,0
tt0086904,Another Country,7.1,4648.0,Another Country,Another Country,0.0,1984,90,"Biography,Drama,Romance",0
tt0086907,Antonio Gaudí,7.4,1142.0,Antonio Gaudí,Antonio Gaudí,0.0,1984,72,Documentary,0
tt0086908,"Aplodismenty, aplodismenty...",6.3,23.0,"Aplodismenty, aplodismenty...","Aplodismenty, aplodismenty...",0.0,1985,77,Musical,0
tt0086909,L'araignée de satin,5.4,24.0,The Satin Spider,L'araignée de satin,0.0,1986,82,"Crime,Drama",0
tt0086910,L'arbalète,4.6,95.0,The Syringe,L'arbalète,0.0,1984,90,Action,0
tt0086911,Das Arche Noah Prinzip,5.0,760.0,Das Arche Noah Prinzip,Das Arche Noah Prinzip,0.0,1984,100,Sci-Fi,0
tt0086912,Arizona,5.3,6.0,Arizona,Arizona,0.0,1984,94,"Action,Drama,Thriller",0
tt0086915,Asesinato en el senado de la nación,7.1,113.0,Murder in the Senate,Asesinato en el senado de la nación,0.0,1984,105,"Crime,Drama,History",0
tt0086916,Atemnot,5.5,6.0,Atemnot,Atemnot,0.0,1984,95,\N,0
tt0086917,Atómstöðin,6.3,39.0,Atomic Station,Atómstöðin,0.0,1984,95,Drama,0
tt0086919,L'attenzione,4.2,122.0,The Lie,L'attenzione,0.0,1985,87,"Drama,Romance",0
tt0086922,Das Autogramm,6.6,19.0,Das Autogramm,Das Autogramm,0.0,1984,92,"Action,Drama,Thriller",0
tt0086923,Avaliha,7.7,121.0,First Graders,Avaliha,0.0,1984,85,Documentary,0
tt0086926,Roman Za'ir,5.4,812.0,Baby Love,Roman Za'ir,0.0,1983,85,"Comedy,Drama,Romance",0
tt0086927,Bachelor Party,6.3,32326.0,Bachelor Party,Bachelor Party,0.0,1984,105,Comedy,0
tt0086928,Il bacio di Tosca,8.0,150.0,Tosca's Kiss,Il bacio di Tosca,0.0,1984,87,"Documentary,Music",0
tt0086930,Bad Girls Dormitory,4.2,252.0,Bad Girls Dormitory,Bad Girls Dormitory,0.0,1986,95,"Action,Drama,Horror",0
tt0086932,Bakom jalusin,6.1,15.0,Behind the Shutters,Bakom jalusin,0.0,1984,97,Drama,0
tt0086934,El-haimoune,7.1,421.0,Wanderers of the Desert,El-haimoune,0.0,1984,95,"Drama,Fantasy",0
tt0086935,Balkanski spijun,8.9,9006.0,Balkan Spy,Balkanski spijun,0.0,1984,95,"Comedy,Drama",0
tt0086938,The Baron,4.0,7.0,The Baron,The Baron,0.0,1980,\N,\N,0
